,Unnamed: 0,PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,GP RANK,W RANK,L RANK,MIN RANK,PTS RANK,FGM RANK,FGA RANK,FG% RANK,3PM RANK,3PA RANK,3P% RANK,FTM RANK,FTA RANK,FT% RANK,OREB RANK,DREB RANK,REB RANK,AST RANK,TOV RANK,STL RANK,BLK RANK,PF RANK,FP RANK,DD2 RANK,TD3 RANK,+/- RANK
10,109,Taurean Prince,MIN,28,5,2,3,13.1,6.0,2.0,5.4,37.0,0.8,2.8,28.6,1.2,1.4,85.7,0.2,1.4,1.6,1.2,0.8,0.4,0.2,1.0,10.7,0,0,-6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
11,112,Jonathan Kuminga,GSW,19,14,9,5,9.6,5.9,2.1,4.2,50.8,0.2,0.9,23.1,1.4,1.9,76.9,0.3,1.6,1.9,0.6,0.8,0.2,0.1,0.8,9.3,0,0,-1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
12,113,Jaxson Hayes,NOP,22,6,2,4,13.8,5.8,2.3,4.2,56.0,0.0,0.5,0.0,1.2,1.8,63.6,0.7,1.8,2.5,0.2,0.7,0.0,0.3,1.8,9.4,0,0,-4.7,,,,,,,,,,,,,,,,,,,,,,,,,,
13,114,Otto Porter Jr.,GSW,29,15,11,4,20.5,5.7,2.2,4.4,50.0,1.0,2.5,40.5,0.3,0.5,71.4,0.7,3.3,4.0,1.9,0.7,1.1,0.3,2.0,16.9,0,0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
14,115,Duncan Robinson,MIA,28,13,9,4,12.3,5.6,1.9,4.4,43.9,1.4,3.6,38.3,0.4,0.5,83.3,0.2,1.6,1.8,0.4,0.2,0.3,0.1,1.7,9.2,0,0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
15,116,De'Anthony Melton,MEM,24,10,4,6,17.0,5.6,2.1,6.5,32.3,1.1,4.4,25.0,0.3,0.4,75.0,0.9,2.2,3.1,1.6,1.4,1.0,0.5,0.9,14.8,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
16,117,Jarred Vanderbilt,MIN,23,6,2,4,21.5,5.5,2.2,4.5,48.1,0.0,0.0,0.0,1.2,1.7,70.0,2.0,5.2,7.2,0.7,0.8,1.2,0.3,2.7,18.8,1,0,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
17,117,Payton Pritchard,BOS,24,20,13,7,13.8,5.5,2.1,4.7,45.2,1.2,3.2,35.9,0.2,0.2,75.0,0.5,1.7,2.2,1.8,0.3,0.3,0.1,1.2,11.7,0,0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,
18,119,Onyeka Okongwu,ATL,21,5,1,4,21.6,5.2,1.8,3.2,56.3,0.0,0.0,0.0,1.6,2.0,80.0,2.2,3.2,5.4,0.4,0.8,0.8,0.8,3.8,16.3,0,0,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
19,120,Trey Murphy III,NOP,21,6,2,4,20.0,5.2,1.5,3.7,40.9,1.5,3.2,47.4,0.7,0.8,80.0,0.5,2.0,2.5,0.5,0.2,0.5,0.2,1.5,10.8,0,0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,
20,121,Nickeil Alexander-Walker,UTA,23,1,0,1,4.7,5.0,2.0,2.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,10.7,0,0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
21,121,Shake Milton,PHI,25,12,6,6,13.2,5.0,1.5,3.2,47.4,0.7,1.3,53.3,1.3,1.7,80.0,0.3,1.3,1.6,0.9,0.4,0.5,0.3,1.1,10.1,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
22,121,Tony Bradley,CHI,24,2,0,2,3.9,5.0,2.5,2.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.5,0.0,0.0,0.0,0.0,8.2,0,0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23,124,Georges Niang,PHI,28,12,6,6,16.5,4.8,1.7,4.0,41.7,1.3,3.6,37.2,0.2,0.2,100.0,0.3,1.2,1.5,0.9,0.6,0.3,0.0,2.5,8.2,0,0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,125,Naz Reid,MIN,22,5,2,3,10.8,4.8,1.4,3.4,41.2,0.6,1.4,42.9,1.4,1.4,100.0,0.4,2.4,2.8,0.0,1.0,0.2,1.2,2.8,11.4,0,0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
25,126,Caleb Martin,MIA,26,17,11,6,12.3,4.5,1.9,4.7,40.0,0.6,1.9,30.3,0.1,0.4,33.3,0.7,1.5,2.2,0.3,0.6,0.6,0.1,1.0,9.1,0,0,-2.5,,,,,,,,,,,,,,,,,,,,,,,,,,
26,127,Xavier Tillman,MEM,23,9,6,3,15.5,4.4,2.0,2.8,72.0,0.1,0.2,50.0,0.3,0.7,50.0,1.4,1.9,3.3,0.7,1.1,0.7,0.1,1.8,10.7,0,0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
27,128,Danuel House Jr.,UTA,28,6,2,4,18.6,4.3,1.5,3.7,40.9,0.3,1.7,20.0,1.0,1.3,75.0,0.3,2.5,2.8,0.7,1.0,0.0,0.2,1.2,8.2,0,0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,
28,128,Landry Shamet,PHX,25,12,6,6,16.0,4.3,1.6,4.0,39.6,0.8,2.2,34.6,0.4,0.6,71.4,0.3,1.4,1.7,1.3,0.6,0.5,0.0,0.8,9.1,0,0,-2.2,,,,,,,,,,,,,,,,,,,,,,,,,,
29,130,Daniel Theis,BOS,30,16,10,6,12.5,4.3,1.9,3.2,58.8,0.2,0.9,21.4,0.4,0.5,75.0,0.8,2.4,3.3,0.7,0.7,0.3,0.5,1.6,10.8,0,0,-2.6,,,,,,,,,,,,,,,,,,,,,,,,,,
30,131,Austin Rivers,DEN,29,5,1,4,21.7,4.2,1.6,3.6,44.4,0.8,2.4,33.3,0.2,0.2,100.0,0.0,0.6,0.6,1.2,0.8,1.4,0.2,3.0,10.7,0,0,-1.6,,,,,,,,,,,,,,,,,,,,,,,,,,
31,132,Cameron Payne,PHX,27,13,7,6,13.2,4.2,1.7,5.7,29.7,0.4,2.3,16.7,0.4,0.5,83.3,0.2,1.4,1.5,2.1,1.0,0.5,0.1,1.9,10.0,0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
32,133,Davis Bertans,DAL,29,18,9,9,10.7,4.1,1.2,3.1,40.0,1.1,2.8,37.3,0.6,0.7,83.3,0.2,1.2,1.4,0.3,0.2,0.4,0.1,1.4,7.8,0,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
33,134,Ayo Dosunmu,CHI,22,5,1,4,17.1,4.0,1.6,5.2,30.8,0.6,2.6,23.1,0.2,0.2,100.0,0.8,1.8,2.6,2.2,0.6,0.2,0.0,1.0,10.4,0,0,-5.6,,,,,,,,,,,,,,,,,,,,,,,,,,
34,134,Blake Griffin,BKN,33,2,0,2,12.7,4.0,1.0,3.5,28.6,1.0,2.5,40.0,1.0,1.0,100.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.5,11.9,0,0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
35,134,Bryn Forbes,DEN,28,5,1,4,15.3,4.0,1.2,3.0,40.0,0.8,2.2,36.4,0.8,1.0,80.0,0.2,0.4,0.6,1.4,0.4,0.2,0.0,1.4,7.0,0,0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
36,134,Devonte' Graham,NOP,27,6,2,4,10.0,4.0,1.0,3.0,33.3,0.8,2.3,35.7,1.2,1.3,87.5,0.3,1.2,1.5,0.7,0.7,0.2,0.2,0.5,7.1,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
37,134,JaMychal Green,DEN,31,5,1,4,13.7,4.0,1.2,3.2,37.5,0.2,1.0,20.0,1.4,1.4,100.0,0.6,1.8,2.4,0.4,0.4,0.0,0.2,2.4,7.7,0,0,-4.2,,,,,,,,,,,,,,,,,,,,,,,,,,
38,134,Troy Brown Jr.,CHI,22,3,0,3,12.2,4.0,1.7,5.7,29.4,0.7,3.7,18.2,0.0,0.0,0.0,0.3,2.3,2.7,1.0,1.0,0.7,0.0,0.7,9.7,0,0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
39,140,Derrick Jones Jr.,CHI,25,5,1,4,11.8,3.8,1.4,3.4,41.2,0.6,2.2,27.3,0.4,0.6,66.7,0.6,0.8,1.4,0.4,0.6,0.2,0.0,1.6,6.1,0,0,-4.4,,,,,,,,,,,,,,,,,,,,,,,,,,
40,140,Jeff Green,DEN,35,5,1,4,22.7,3.8,1.2,3.4,35.3,0.6,1.6,37.5,0.8,1.0,80.0,1.4,2.2,3.6,0.4,0.4,0.6,0.4,1.2,11.3,0,0,-4.8,,,,,,,,,,,,,,,,,,,,,,,,,,
41,142,Dewayne Dedmon,MIA,32,14,10,4,9.8,3.8,1.5,3.2,46.7,0.1,0.7,10.0,0.7,0.9,83.3,1.1,1.9,3.0,0.4,0.5,0.1,0.2,2.6,8.3,0,0,-0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
42,143,Andre Drummond,BKN,28,4,0,4,15.0,3.8,1.5,2.8,54.5,0.0,0.0,0.0,0.8,1.3,60.0,0.8,2.3,3.0,0.8,1.5,1.3,0.8,3.0,13.0,0,0,-6.3,,,,,,,,,,,,,,,,,,,,,,,,,,
43,144,Moses Moody,GSW,20,11,8,3,9.2,3.7,1.4,2.5,53.6,0.6,1.2,53.8,0.4,0.5,66.7,0.2,0.5,0.7,0.4,0.3,0.3,0.2,0.4,6.2,0,0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,
44,145,Paul Reed,PHI,22,12,6,6,11.6,3.7,1.6,3.0,52.8,0.2,0.3,66.7,0.3,0.6,57.1,1.8,2.0,3.8,0.8,0.8,0.8,0.5,2.4,12.5,0,0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,
45,146,Nemanja Bjelica,GSW,34,12,8,4,11.1,3.6,1.5,2.6,58.1,0.3,0.6,42.9,0.3,0.6,57.1,0.5,1.9,2.4,1.3,0.5,0.3,0.2,1.7,9.2,0,0,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,
46,147,Aaron Holiday,PHX,25,6,2,4,3.3,3.5,1.3,2.3,57.1,0.8,1.2,71.4,0.0,0.2,0.0,0.5,0.0,0.5,1.5,0.0,0.5,0.2,0.2,8.4,0,0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
47,148,Steven Adams,MEM,28,7,2,5,16.2,3.4,1.3,3.0,42.9,0.0,0.0,0.0,0.9,1.6,54.5,2.1,4.3,6.4,2.1,0.6,0.1,0.1,1.7,14.6,1,0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,
48,149,DeAndre Jordan,PHI,33,3,1,2,10.2,3.3,1.7,1.7,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,2.3,0.3,0.7,0.0,0.7,1.3,8.0,0,0,-10.3,,,,,,,,,,,,,,,,,,,,,,,,,,
49,149,Thaddeus Young,TOR,33,6,2,4,14.5,3.3,1.5,3.0,50.0,0.2,1.2,14.3,0.2,0.7,25.0,1.2,1.8,3.0,1.7,0.5,0.8,0.2,1.3,11.9,0,0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
